name_guest,date_review,overview_rating,overview_text,comment
Emily,"Reviewed in the United States on December 1, 2023",1.0 out of 5 stars,Break easily,"Break easily in the dishwasher, doesn’t matter top or bottom rack."
Michelle M,"Reviewed in the United States on November 30, 2023",1.0 out of 5 stars,These are dangerous!!!,"These are the worst glasses I’ve ever had!  It shouldn’t be legal to make glasses this weak.  My husband was washing a glass and it broke in his hands, causing him to go to the ER and get stitches.  My daughter was also washing dishes and one broke.  I was drinking out of one and noticed a huge crack in it.  I have no idea how this happens.  These look good, but are dangerous and shouldn’t even be sold to anyone!!!!"
Nick,"Reviewed in the United States on November 20, 2023",1.0 out of 5 stars,"Avoid, they are not as good as they look","Look great but break very easily. Should last for years, we have broke two in months. Terribly dissappointed."
Amy Windemuth,"Reviewed in the United States on November 9, 2023",1.0 out of 5 stars,Its dollar store crap,Smaller than it looks .All around mistaken purchase.
ae,"Reviewed in the United States on October 29, 2023",1.0 out of 5 stars,No QC is being performed,"Bad quality , crooked shapes, not uniform, most have defects. There’s nothing premium about these. One of the cups had a chunk of glass that apparently didn’t get checked. I asked for a replacement and the replacements were worse."
AnnaKatharine Gilliam,"Reviewed in the United States on October 11, 2023",1.0 out of 5 stars,The glass cracks so easily,"We received these as a wedding gift 3 years ago, and we are now down to only 6 of our original 16 glasses. Only 1 of the 10 glasses we lost was dropped, the others have all cracked from simply sitting next to or bumping into each other in the dishwasher or the cabinets. We have used other glasses and goblets throughout the past few years with none of those breaking. These Libbey glasses seem to crack if you look at them wrong."
Luwanna D. Strawser,"Reviewed in the United States on October 9, 2023",1.0 out of 5 stars,Not worth the money,"Most of the glasses had manufacturer defects in workmanship, bottoms uneven, drinking edge bulging or uneven, and they were not packed well so some were chipped or damaged. Pretty to look at but not worth the price."
Kelly Winchester ,"Reviewed in the United States on October 6, 2023",1.0 out of 5 stars,Wobbly and glass is weak,"the bottom of these make them so wobbly that they fall over and break and if that doesn't happen, they break when you wash them because the glass is weak"
Robert Ke Wei,"Reviewed in the United States on October 3, 2023",1.0 out of 5 stars,Defective,"Came well packaged but still found several with chipped glass rims or deformed, sharp, or pointy edges. Returned as we don't want our lips cut from drinking with these glasses."
Catherine Crepack,"Reviewed in the United States on September 24, 2023",1.0 out of 5 stars,Breaks easily,These break like crazy!  Just unpacking them from box 4 broke.  Then another 2 broke in dishwasher!  WTF
yeosku,"Reviewed in the United States on September 12, 2023",1.0 out of 5 stars,Seemed great....until they all fogged on the inside,"These glasses are great. Well made. But after only months of use they are all fogging on various parts of the inside of the glass. I'm not sure what's causing it, it's not on the outside. It's happening to every single one of them and we are going to have to discard them. I'm contacting Amazon about them shortly. But I would not buy them again."
Melissa M.,"Reviewed in the United States on September 10, 2023",1.0 out of 5 stars,Came Broken Need One Glass Replaced,"We received these as a wedding gift! The smaller ones have a bit of a lip, which I don’t mind, because it adds to the uniqueness, but sadly one of the taller glasses came broken. I have no idea how to get a glass replaced that came broken, so we can have a full set! Please advise!"
Matthew Serrone,"Reviewed in the United States on September 8, 2023",1.0 out of 5 stars,Break easily,"Purchased approximately one year ago. All have broken but two. Always loaded on top shelf of dishwasher. All adults in the home. Literally picked the glass up up and put it on top shelf of dishwasher and it broke. That’s how they were broke believe it or not. I was shocked and very disappointed. First time, you don’t think much about it. You expect to loose some."
Christopher Stanek,"Reviewed in the United States on September 1, 2023",1.0 out of 5 stars,There is no quality in the manufacturing process.,"I was excited to get these glasses.  They look and feel great.  However, the quality is so poor.  Of the 10 or 12 glasses that I looked at, I think there may have been one that didn't have some sort of defect.  Just overall a very poor level of quality control  Granted they're not expensive, but that doesn't mean there should be that level of poor quality."
Sherrell Burris,"Reviewed in the United States on August 22, 2023",1.0 out of 5 stars,Nice to look at but I must admit….,"These are very nice to look at but I must admit…Years  ago when I purchased from Walmart/Kmart, I cut myself badly washing the glass and had to receive stitches. It broke while I was washing it and put I huge gash in my finger. The angle of the glass presents all kind of risks while washing that I did not think about. I hope this helps"
Jaleena Cozzo,"Reviewed in the United States on August 20, 2023",1.0 out of 5 stars,Not Good,Almost every small drinking glass has a sharp point around the rim which cuts your lip if you are not careful. I posted a picture. It's terrible.
María Félix,"Reviewed in the United States on August 19, 2023",1.0 out of 5 stars,,Creí que era un producto con mejor acabado pero me daba la impresión de que tenía en las manos botellas. Nada finos para montar una mesa.
Amazon Customer,"Reviewed in the United States on August 17, 2023",1.0 out of 5 stars,,"Son mala calidad, traen muchos defectos, los bordes torcidos, deformes"
Erin ,"Reviewed in the United States on August 17, 2023",1.0 out of 5 stars,Break so easily,They’re cute glasses but barely touching them will shatter them- I’ve broken multiple. One time I was taking a drink out of one & it shattered in my mouth. Literally not even safe to use.
Maria Luisa Pelaez,"Reviewed in the United States on August 14, 2023",1.0 out of 5 stars,,Devolví el producto no es para nada lo que muestra la foto parece que hubiensen pegado las partes no es fino muy rústico
Dog Lover,"Reviewed in the United States on August 11, 2023",1.0 out of 5 stars,Very fragile and many of them have broken within 2 months of purchase,"When these first arrived, they were great - look nice, feel sturdy, very comfortable to hold...was very happy with the purchase.  But after two months, 4 of them have broken, and it is not because of mishandling or misuse...they are just fragile.  Unfortunately I would not recommend purchasing these as they won't be around for very long."
Jeff,"Reviewed in the United States on August 6, 2023",1.0 out of 5 stars,Very thin,"These glasses are very thin and seems like they wouldn’t be durable. We thought one drop or hit and they would probably break. Also, they aren’t very big, it is hard to find nice glasses 18-20oz."
Patrick,"Reviewed in the United States on August 6, 2023",1.0 out of 5 stars,Deformity in 12 of the 16 cups,"Absolutely no quality control.  All 8 of the smaller glasses had a bubble/deformity in the rim, as did 4 of the 8 large glasses."
Halim Amazon,"Reviewed in the United States on August 6, 2023",1.0 out of 5 stars,5 broke in the dishwasher!,"I LOVE these glasses and ordered them for our new home. Unfortunately, 5 have broken in the dishwasher. Buyer beware!!!! I will buy a similar simple tall glass version from Ikea next time around they are thick and I hope studied."
Tammy,"Reviewed in the United States on August 6, 2023",1.0 out of 5 stars,Dont buy,2 of the glasses came with a sharp piece on the rim! Sharp enough it could cut your lip open so i had to throw those away! I came with a crack in it! And 2 broke the 1st time i put them in the dishwasher! Sucks cause i like them but they are crap!!
Jenna Inman,"Reviewed in the United States on July 19, 2023",1.0 out of 5 stars,12 broken glasses within 6 months,"These glasses were a wedding gift for us, but unfortunately 12 of the 16 broke within the first 6 months. Most of them broke when ice or water was entering the glass from our regular fridge water machine. Some were found broken in the cabinet as if they broke spontaneously. We only have a couple left and most of them still have small chips in the top that we are just dealing with."
Amazon Customer,"Reviewed in the United States on July 3, 2023",1.0 out of 5 stars,The tall glasses are frail. They break.,Tall glasses break on the dishwasher.  Bad quality
John Meer,"Reviewed in the United States on June 28, 2023",1.0 out of 5 stars,Cheap glass,"We’ve had them for about 2 years, and there’s only 3 left…"
TripleG,"Reviewed in the United States on June 20, 2023",1.0 out of 5 stars,Glass very thin and breaks easily,Not impressed with this set. Bought it a couple months ago and 5 of them have already broke. The glass walls are thin.
My review,"Reviewed in the United States on June 15, 2023",1.0 out of 5 stars,Poor quality control,Two of the glasses arrived with fairly obvious manufacturing defects.
Abby Huisman,"Reviewed in the United States on June 15, 2023",1.0 out of 5 stars,Terrible quality assurance,I return my first set because 50%. Of the glasses had visible defects. In my replacement 11 out of the 16 had visible defects.
Paige Romano,"Reviewed in the United States on May 30, 2023",1.0 out of 5 stars,Love them… however,I’m trying to contact the store but can’t figure out how. I got these as a gift off of my wedding registry and one broke in the dishwasher after one week of having them. They’re gorgeous and I would would love a replacement please!Update they all broke. Would not recommend
Cindy Hein,"Reviewed in the United States on May 22, 2023",1.0 out of 5 stars,very brttle,Just the slighest bump or tap breaks them.
Alexc Satterfield,"Reviewed in the United States on May 14, 2023",1.0 out of 5 stars,Highly Disappointed,Ordered these because we had just moved into our new home and needed glasses asap. Most of the tall glasses were had pointy warped parts that were sharp. Some of the glasses were also shaped weird. I don’t recommend buying these glasses from this company.
Justin J. Guillaume,"Reviewed in the United States on April 29, 2023",1.0 out of 5 stars,They are extremely fragile.,
Amazon Customer,"Reviewed in the United States on April 27, 2023",1.0 out of 5 stars,Don’t buy!,Total waste of money! Quality is junk not worth the price. I’ve had them two weeks and already have three cracked glasses with minimal usage. Ridiculous!
JD419,"Reviewed in the United States on April 25, 2023",1.0 out of 5 stars,Sharp unfinished glass on the rim!!! Cut lip!,"Updated review…After using these glasses for a couple weeks, I finally made it down to the middle of the stack. I poured myself something to drink and took a sip. When I did, I cut my lip due to an unseen unfinished glass edge on the rim of the glass!!! These glasses cut my lip! I immediately looked through the rest of them and found more that had similar issues on the rim of the glasses. These are a safety hazard and shouldn’t be able to be sold with this kind of quality control! What if my kids drank from these glasses?Original review…They are sturdy but I don’t like the shape of them. They taper a lot more than I expected towards the bottom. I was debating between these and another set that was a little more uniform in shape. I made the wrong choice."
fosterius,"Reviewed in the United States on April 23, 2023",1.0 out of 5 stars,Save your money. Not dishwasher safe.,"I bought this set based on the strong reviews and while everything holds true about the weight and durability of these glasses, they are not dishwasher safe. The small glasses started to cloud over after about three months (well after the 30-day return window closes) and then get worse with every wash thereafter. My water is neither hard nor soft. I use Cascade brand dishwasher pods and Finish dishwasher rinse liquid in brand new KitchenAid dishwasher. Save your money."
Matthew M,"Reviewed in the United States on April 18, 2023",1.0 out of 5 stars,Comically uneven bases - very cheap,Purchased based on great reviews. Quality abhorrent on arrival. All the bases are really tilted and uneven. You get what you pay for. Returning immediately.
"These glasses break and chip so easily. It’s not worth it. I was washing dishes in the sink and a fork fell over one and it broke the rim and cracked it. Two more cracked in my dishwasher. The glass is thin, so be careful. ","Reviewed in the United States on April 12, 2023",1.0 out of 5 stars,"Thin glass, be careful.","Did not hold up in dishwasher, and break easily."
JB,"Reviewed in the United States on April 12, 2023",1.0 out of 5 stars,Glass Breaks Randomly,This is the 4th glass that has randomly cracked when no trauma has occurred.No way to message seller to notify. Only had the glasses a few months. This is ridiculous.
Brittany S.,"Reviewed in the United States on April 5, 2023",1.0 out of 5 stars,HALF OF THEM ARE DAMAGED AND WEIRDLY MADE,"I bought these in the past and loved them. This time, half of them have chips and cracks, and the other half has weird beveled bumps on the rims, and ugly lines and grooves through them. Very disappointed."
PL,"Reviewed in the United States on April 2, 2023",1.0 out of 5 stars,They break easily,"I love the feel, looks, and shape of the glasses.  However, I thought they were sturdy, but they break  very easily in the dishwasher. I am very careful on how I place my glass in the dishwasher. I really wanted to love these glasses."
Gabriel Kruger,"Reviewed in the United States on March 26, 2023",1.0 out of 5 stars,Waste of your money,"Pretty much every one of these cracked in the same way. Putting them in the dishwasher, taking them out , anything touching these lightly , looking at them, just about any normal activity seemed to be too much for these to handle. I have crystal wine glasses more durable than this junk."
Amazon Customer,"Reviewed in the United States on March 11, 2023",1.0 out of 5 stars,Not Dishwasher Safe,"I have had two sets replaced so far under warranty and every glass breaks in the dishwasher.  I have no other issues with any other glasses or dishware, including the cheap glasses I bought from Ocean State.  The quality of these glasses simply is not there.  Don’t waste your money."
Lanny Taylor,"Reviewed in the United States on February 20, 2023",1.0 out of 5 stars,Flimsey,These are extremely thin and will break easily.
Amazon Customer,"Reviewed in the United States on January 27, 2023",1.0 out of 5 stars,Worse glasses ever,One by one glasses cracked and then broke. This was dangerous to get cut or swallow fragments. Appears to be an error in how glasses were constructed.
Krista Somers,"Reviewed in the United States on January 25, 2023",1.0 out of 5 stars,VERY FRAGILE!!!,"Pretty? Yes. Sturdy? No. We've broken so many of them over the past year or so. The top of the glass seems to be the weak spot and will break if it even clinks gently against something else. We've broken them while putting them in the cupboard, pulling them out of the dishwasher or while hand washing them. Very disappointing."
Ahmed,"Reviewed in the United States on January 23, 2023",1.0 out of 5 stars,Break so easy,"Bought these cups in hope of a great experience, but man every cup cracked. Paid a decent amount for the set and none of them lasted."
Candy J Hixon- Daveler,"Reviewed in the United States on January 20, 2023",1.0 out of 5 stars,to thin THEY ARE ALL BREAKING,"i love the design but they break very easily, I was putting ice in it from dispenser and two of them has broken now 5"
Sindhu Singh,"Reviewed in the United States on January 17, 2023",1.0 out of 5 stars,Don't buy they all broke. it won't last .not sturdy at all,"46$ ,6 months ,16 glasses. They all broke. It is definitely not worth it. Don't go by the no. of reviews and ratings. I am posting this after exact 6 months because I wanted wait and see how long will they last . First 4 glasses broke in 1 month. I was mixing salt in water with spoon in this glass & it broke. While washing if it hits the sink sides it breaks. If you put something little warm in it, it breaks."
Jason,"Reviewed in the United States on December 24, 2022",1.0 out of 5 stars,Shatters easily,"The glass shatters easily, especially since it tips over very easily. The bottom of the glass is heavy, so it falls with more force than with other glasses."
Maggie,"Reviewed in the United States on December 22, 2022",1.0 out of 5 stars,Lasted a whole 7 months,"These are great for decorating, or maybe using as ""fancy use"" glasses but not meant for regular house hold use. Every single one has either chipped, broke, or split down the side. Terrible for a house where a 13 year old does the dishes. First couple was thought to be an angsty teen having to do chores, but then watched one shatter while washing and knew it's not the washing but the glasses themselves. So if you plan on being a human and drinking from the glasses you purchased because you're an adult and you want real glasses to drink from, these are not the ones."
Ronnie E. Meister,"Reviewed in the United States on December 20, 2022",1.0 out of 5 stars,Mfr. Defect,"One, tall glass had a manufacturer defect.that caused extra, jagged glass along the top lip.  I returned the entire set for a full refund."
Stephen R.,"Reviewed in the United States on December 19, 2022",1.0 out of 5 stars,half were either cracked or deformed,half of them were either cracked or deformed.  Amazon refunded purchased
Brandon Do,"Reviewed in the United States on December 15, 2022",1.0 out of 5 stars,Horrible people will not let you return their item,So I ordered the item and then they gave me a whole different shipping date so I decided that I didn’t wanna wait that long and try to cancel and he told me that I was not able to cancel that. I had to keep this order very thin very cheap. I wouldn’t buy it wasn’t trying to hurt ended up having to sign out half of them already broke and I just got them.
Dawn Garland,"Reviewed in the United States on December 7, 2022",1.0 out of 5 stars,Chipped on rims,I bought this beautiful box of 16 piece glassware. One of the large glasses was chipped on the rim it cut my finger and had to be thrown away. I ordered another box so that I would have a complete set and use the remainders for replacements. I received 2nd box today and another large glass is chipped around the rim that can not be used. I will not be buying from Libby glassware again. I had planned on buying the matching Wine glasses but not after receiving 2 chipped glasses in two different boxes
Graydon Kouri,"Reviewed in the United States on November 15, 2022",1.0 out of 5 stars,Not as pictured,Was expecting the clear glasses that are in all the photos but I received the dark glasses in the fourth photo.
MommaJ,"Reviewed in the United States on November 11, 2022",1.0 out of 5 stars,Good heavy glasses but imperfections,Glasses have indents that make them easy to hold and heavy bottoms. Unfortunately executed poorly as many if the glasses we received have cracks in the indents portions and bumps/bubbles along the rims.
Jennifer L Davidson,"Reviewed in the United States on November 4, 2022",1.0 out of 5 stars,Easily Breakable Glasses,"We just purchased these glasses on 8/11/22. Four have already broken (Two in the dishwasher, one in the sink, and just found another in the cabinet with a huge crack). I could tell the glass was very thin from the moment I took them out of the box and should have sent them back. The light weight and narrow base make them easy to tip over. Our last set of glasses were very durable and weighty, and we had them for several years. These were very disappointing and after less than three months we'll need to buy new glasses."
ISN,"Reviewed in the United States on October 19, 2022",1.0 out of 5 stars,Huge seam down each glass,Saw these same type of glasses at a restaurant and ordered from Amazon (Libby company) while at the restaurant. After the glasses arrived there are two huge seams down each glass. Some aren’t terrible but most of them are really bad. I don’t know where the restaurant ordered their glasses but it sure wasn’t this company!I highly do not recommend!!
Mary ,"Reviewed in the United States on October 19, 2022",1.0 out of 5 stars,broke 2 in the 1st week,the small ones are easy to brake
Berrnn,"Reviewed in the United States on October 12, 2022",1.0 out of 5 stars,Shatter glass,
Juan Moscosa,"Reviewed in the United States on October 8, 2022",1.0 out of 5 stars,they came out broken,
slphk,"Reviewed in the United States on September 19, 2022",1.0 out of 5 stars,Break in the dishwasher,These are great looking but unfortunately they break from even being washed in the dishwasher. Not recommended. We’ve had them a few months now and three have broken in the dishwasher. No other dishes we own have ever broken that way.
Emmanuel A.,"Reviewed in the United States on September 17, 2022",1.0 out of 5 stars,Low quality,Low quality. Did not like the actual product
Johntbud,"Reviewed in the United States on September 9, 2022",1.0 out of 5 stars,Disappointing,"Had old glassware for over 20 yrs with no problems  Just moved so thought I’d update my kitchen ware with new glasses, etc. In less than a month, 3 glasses have broken or cracked with normal/minimal use. Really disappointed & upset with quality. This is not ok as they were really expensive."
kelly tomaselli,"Reviewed in the United States on August 20, 2022",1.0 out of 5 stars,Item arrived damaged,Returned product unopened as the box was filled with crushed glass upon arrival.
Evelin Martinez,"Reviewed in the United States on August 17, 2022",1.0 out of 5 stars,Updated Review,"I had initially given this product a 5-star rating. I am changing that to a 1star. These glasses break so easily. I Purchased these in October of last year, and now most of them have broken."
Christina Kl,"Reviewed in the United States on August 13, 2022",1.0 out of 5 stars,Missing a glass!!!,The cups are good for the price but arrived with one missing!!!
heatherann,"Reviewed in the United States on August 11, 2022",1.0 out of 5 stars,Less than 4 months all broken,Only two people in my householdAlmost all broken and gone nowBuy something else
DigiReviews,"Reviewed in the United States on August 7, 2022",1.0 out of 5 stars,Ready to return before fully unpacking,"After unpacking the larger glasses I started to unpack the smaller ones and saw a scratch running horizontally about 2 inches from the lip so I started inspecting the others I had already removed from the box and that's when I noticed a rather large...about 1/2 in wide piece of glass that is fused inside the cup near the bottom.  I could have really cut my hand badly if I didn't look inside with bright lights on before washing!!! I immediately being packing them back up and have requested my refund.  Though they feel nice in your hand, they are very thin and look fragile.  Definitely not worth the money and I will never try this brand again, ever."
Jeff Mason,"Reviewed in the United States on July 29, 2022",1.0 out of 5 stars,Look nice but fragile,Broke in the dishwasher and clogged my drain. Cost $250 to have a technician remove the broken glass.
Kelsey Newcomb,"Reviewed in the United States on July 25, 2022",1.0 out of 5 stars,Super Fragile,"Unfortunately, these glasses were very, very  fragile. One tipped over in the dishwasher and cracked (first day we got them). Today, another one cracked from an ice cube hitting it (see the picture). Maybe we got a bad batch, but they did not hold up, as we’ve only had them for about two weeks now.Amazon was great about giving me a refund, though!"
Ben Martens,"Reviewed in the United States on July 13, 2022",1.0 out of 5 stars,Bumpy edges on short glasses,"Every one of the short glasses had bumps along the top and some of the bumps were sharp. We returned the first set, ordered a second set and it had the same issue. Now I'm just asking for a full refund. We're going to try ordering directly from Libbey to see if maybe these are knockoffs or something."
brunilda,"Reviewed in the United States on July 5, 2022",1.0 out of 5 stars,They sure are fragile,"They are not very interesting looking, the shape is a bit odd, and they are pretty fragile. I regret the purchase"
Heather ray,"Reviewed in the United States on June 23, 2022",1.0 out of 5 stars,Pretty … but very breakable,I have had this everyday glassware set for three weeks and three glasses have already broke. Apparently they are very fragile and do not like a dishwasher.
chirleen Sennett,"Reviewed in the United States on June 16, 2022",1.0 out of 5 stars,Purple Smoke?,Smoke color is PURPLE not black as looked in pictures I got it to go with my black and gray dinner set it doesn’t work at all.  Nice glass but lousy coloring.
Julie Ann,"Reviewed in the United States on June 6, 2022",1.0 out of 5 stars,WORST GLASSES EVER,"My glasses usually last forever.  I am not rough on them.  I started using these in January and already 4 are broken and none of them were dropped.  If they rest against something else in the dishwasher, they crack.  This morning, one that sat all alone on the dishwasher's top rack was cracked.  Also, when you look at them on the shelf, they are crooked.  They should slightly taper in from bottom to top, but instead, one side is tapered and the other side is straight!  They look ridiculous on the table.  Lousy glasses."
Debpgh,"Reviewed in the United States on May 30, 2022",1.0 out of 5 stars,Glasses not as represented in pictures,Very disappointed with these glasses. Appear to be second quality. At the rim the bubble design is is irregular not circular and individual bubbles are merged together. The design in not uniform as in the picture. I will be returning these glasses.
EG,"Reviewed in the United States on May 23, 2022",1.0 out of 5 stars,Is this a factory reject?,Bubbles in rolled drinking rim. Unappealing to serve to guests
Amazon Customer,"Reviewed in the United States on May 23, 2022",1.0 out of 5 stars,Image Misleading,"The rims of the glasses were uneven. Not sharp, but not level all the way around the mouth of the glass. The bottom inside the glasses, specifically the tall ones, were slanted at a weird angle, not even like the bottom that rests on the counter. One even had a big dent in the bottom of the glass that curved inward from manufacturing flaws. Overall, these have shoddy craftsmanship and are absolutely not worth the money. Returning them ASAP"
Amazon Customer,"Reviewed in the United States on May 23, 2022",1.0 out of 5 stars,TikTok doesn’t know everything!,Don’t buy this.
Amazon Customer,"Reviewed in the United States on May 22, 2022",1.0 out of 5 stars,They all broke,"Within the first month of owning these I only have 4 glasses left. They all broke. They brake in the dishwasher, we started hand washing them-doesn’t matter they still brake."
Dissatisfied and Sorry Consumer,"Reviewed in the United States on May 20, 2022",1.0 out of 5 stars,Defected glasses,Defective glass set. I should have listened to the reviews!! Do not waste your time investing in this company or their products!
Libby McC,"Reviewed in the United States on January 26, 2024",1.0 out of 5 stars,Ripped off,"I ordered the set of 4, paid for the set of 4, and only received set of 2 - very unsatisfactory"
Caroline,"Reviewed in the United States on January 11, 2024",1.0 out of 5 stars,Gimicky,"It's cool if you like novelty stuff, but it's not as functional as one would hope. Plus because they're made so thick to accommodate the gel inside that freezes, it hardly holds any liquid. Good for a ""ha-ha neat"", not good for everyday use. But i respect the vision."
Tabrel,"Reviewed in the United States on January 3, 2024",1.0 out of 5 stars,Warp and Plastic Taste,These seem to warp very easily in the freezer and then give everything I put in an odd plastic taste so I just tossed them out.
Romanoff,"Reviewed in the United States on October 11, 2023",1.0 out of 5 stars,Disappointing compared to my Re freezable mugs,"This product does an inadequate job of cooling a beverage. I put room temperature water in the frozen glass out of the freezer for a test. 15 minutes later it wasnt much colder than room temperature. In contrast, the mugs I purchased on Amazon get liquids really cold within seconds and ice will form on the inside of the mug. Very disappointed in this product."
R. Rodriguez,"Reviewed in the United States on September 13, 2023",1.0 out of 5 stars,Bad product and customer service,"It cools but completely deformed. Asked for return,  and got back to Amazon. Company not taking ownership of bad product. Would not buy again"
Ant1750,"Reviewed in the United States on August 12, 2023",1.0 out of 5 stars,Don’t Buy,Cup has a seam about 1 inch from top where the to layers are glued; it failed already . DO NOT BUY !
S,"Reviewed in the United States on July 31, 2023",1.0 out of 5 stars,Waste of money,"First, the cups are not even halfway filled with cooling gel. I left 2 of these cups in my freezer for 16 hours. I poured refrigerated filter water in both. My house is at 71 degrees. Within 35 minutes both cups and the water were just slightly cool and the gel was no longer frozen.Want frosty cold drinks that stay cold? Get something else."
RJ bauer,"Reviewed in the United States on July 14, 2023",1.0 out of 5 stars,Didn't like,Both cubs broke within less than a week. The material that is supposed to cool when it refrigerates port out because the cup wouldn't hold together.
kirk,"Reviewed in the United States on July 12, 2023",1.0 out of 5 stars,thumbs down,They look nice and great to drink out of. But so is a nice glass. I have had other mugs that are like this one that are FFAAARRRR  superior in keeping beer or other beverages cold. The ones I have had before and less expensive would actually create ice over the top of the beer if you let it set. This one the beer just gets warm. Very poor product for what it was made for. Please dont waste your money.
jgz64,"Reviewed in the United States on June 27, 2023",1.0 out of 5 stars,Put the new glasses in freezer and they changed shape into oval glasses,Beer glasses should be able to be put into freezer without permanently changing shape
jacob wright,"Reviewed in the United States on May 20, 2023",1.0 out of 5 stars,False advertising?,"I am not sure I would go so far as to state it was false advertising, misleading? perhaps, these do not cool as they state they would, honestly not worth the price."
Ardis Christensen,"Reviewed in the United States on April 28, 2023",1.0 out of 5 stars,It broke,The glass broke on the first use.  It came apart on the seam at the top.  It basically exploded.
Beth Hawkes,"Reviewed in the United States on April 12, 2023",1.0 out of 5 stars,Breaks when frozen,"We’ve been using these for a couple of months and today when we poured a drink in, it broke at the seam."
Product Inspector,"Reviewed in the United States on April 11, 2023",1.0 out of 5 stars,Disappointing Performance and Poor Quality,"I'm sorry to say that my experience with the Host Freeze Beer Glasses has not been very positive. While the glasses are marketed as a convenient and innovative way to keep beer cold, they fall short in several areas.Price: The Host Freeze Beer Glasses are priced at a premium, but unfortunately, the product's performance does not justify the cost.Delivery Speed: Shipping was fast, but the glasses arrived with a few cracks and chips, suggesting poor quality control during manufacturing or shipping.Product Quality: The quality of the glasses is disappointing, with flimsy plastic that easily cracks or breaks with regular use. The double wall and freezer gel features do not work as advertised, as the glasses do not keep beer cold for very long and the gel can leak out and make a mess. Additionally, the glasses are smaller than expected, making them impractical for larger portions or thicker beer.Comparison to Similar Product: Compared to other beer glasses with cooling features, this product falls short in terms of durability and performance.Seller's Response Times: The seller was unresponsive to inquiries and did not offer any assistance with the quality issues or shipping damages.Ease of Use: While the glasses are easy to use and clean, their poor quality and lack of performance make them not worth the investment.Conclusion: Overall, I would not recommend the Host Freeze Beer Glasses, as the quality and performance do not meet expectations. There are better and more reliable options on the market that are worth considering."
no,"Reviewed in the United States on March 29, 2023",1.0 out of 5 stars,"Cheap junk, only 1/3 filled with gel","These are junk quality. The gel only fills up about 1/3 of the available space in the double-wall cavity, an obvious cost-cutting measure, that renders the product less effective."
Constance Doyle,"Reviewed in the United States on January 19, 2023",1.0 out of 5 stars,Do not buy,Top seam separated after 4th use.
coachraz,"Reviewed in the United States on January 19, 2023",1.0 out of 5 stars,Exploded,While drinking my first beer from it there was a loud bang and the top portion popped off and smacked my teeth. I checked and no teeth were chipped but it sure scared me. The second glass also cracked. I have others and have never had a problem with them.
Marsha,"Reviewed in the United States on December 31, 2022",1.0 out of 5 stars,They were bent upon arrival.  had to return.,These were bent like they had been close to a heat source and had melted into a deformed shape.  had to return.
Edie M.Adams,"Reviewed in the United States on December 7, 2022",1.0 out of 5 stars,Do not work,Very disappointed
mike falbo,"Reviewed in the United States on December 5, 2022",1.0 out of 5 stars,Unfortunately,They are great products but unfortunately one of them split within 3 days of it being in the freezer.
Reviewer,"Reviewed in the United States on November 21, 2022",1.0 out of 5 stars,You have to order a minimum of 3?,Would love to purchase but it forces you to purchase 3 or more
StupidJuice,"Reviewed in the United States on October 31, 2022",1.0 out of 5 stars,This will glass will MELT!!!!!,This will glass will MELT in the dishwasher... even on the top row!!!! Don't buy IT!!!!!!
hmk,"Reviewed in the United States on October 20, 2022",1.0 out of 5 stars,Broke just after return window closed,The cup made a loud crack after filling it with cold water. We thought it was just a crack around the rim but it still seemed functional. Then we figured out that the two pieces completely separated from each other. All of this happened about a week and half after the return window closed. Very disappointing.
Perfectly Imperfect,"Reviewed in the United States on October 15, 2022",1.0 out of 5 stars,Not worth the box it was sent in.,"I was thrilled reading the reviews about a double wall plastic glass that was dishwasher and freezer safe. This was complete mis advertised. The cups arrived late, so I was hesitant I would receive them. Once they came I immediately put them in the dishwasher on the top rack and used the quick wash setting. That was all it took to melt the cups and create a mess in my dishwasher. The gel filler came out of the cups as they melted and the plastic hardened on the bottom of my dishwasher resulting in a lengthy project of trying to remove it. Do not buy if you have any inkling of using these in the dishwasher. Save yourself the day and a headache and think twice about this purchase."
big bob,"Reviewed in the United States on September 26, 2022",1.0 out of 5 stars,Does not stay cold,"These are the worse freezer glasses I have ever had.  It will keep your beverage ""cool"" not ""cold"" for about an hour at best.  If I pour an ice gold beer in the glass, the gel starts to melt immediately.  It will not maintain the temperature at all.  The freezer glass that I got at Dave and Busters lasts for hours with multiple beers and it's not nearly as fancy as this one."
ProfPride,"Reviewed in the United States on September 25, 2022",1.0 out of 5 stars,Old product pretending to be new,"These are just big and we’ll be plastic cups that you keep in the freezer. They’ve been around forever. Nothing special. No lids, no straws, totally not worth the money even though I bought it on a flash sale. I returned them"
Ken L.,"Reviewed in the United States on September 13, 2022",1.0 out of 5 stars,16 oz????  only holds 12 oz.......why the deception????,16 oz???  the one that received is only 12 oz......why the deception?????
Cindy kettle,"Reviewed in the United States on September 11, 2022",1.0 out of 5 stars,Add this item to DO NOT Buy list,"This item was communicated to be top rack dishwasher safer.  They are not.  The 4 glasses were washed in the top rack dishwasher and were melted to a non useable condition.  I am so very disappointed with this product.  If I knew I was getting a disposable set of glasses, I certainly would’ve paid the price for disposable glasses.  I paid too much $ for these glasses to get this type of quality that I expected to be better then I actually received.  Buyer Beware"
M.aldaraweish,"Reviewed in the United States on August 31, 2022",1.0 out of 5 stars,Not the best product I would not recommend,after leaving the glass in the freezer for more than a week my drink is still not cold not sure why but not the best product I would not recommend
